Customer ID,preferred_payment_method,total_spend,addons_spend
4711,Credit Card,1391.88,0.00
4714,Credit Card,4639.60,68.34
4716,Paypal,463.96,77.75
4717,Paypal,7286.71,40.90
4718,Debit Card,4175.64,103.50
4719,Debit Card,2534.49,0.00
4720,Cash,4224.15,24.57
4721,Debit Card,3164.76,40.16
4722,Cash,1516.38,41.10
4723,Cash,6758.64,0.00
4724,,0.00,0.00
4725,Credit Card,2319.80,17.00
4727,Debit Card,7707.22,78.15
4729,Paypal,207.50,50.12
4730,Credit Card,463.96,50.61
4732,,0.00,0.00
4734,Credit Card,2767.43,54.26
4736,Debit Card,2783.76,68.60
4737,Credit Card,3711.68,41.37
4738,,0.00,0.00
4739,,0.00,0.00
4741,Cash,3711.68,0.00
4743,Credit Card,3446.80,68.25
4744,Credit Card,1855.84,30.17
4745,Credit Card,2617.49,54.63
4747,,0.00,0.00
4749,Cash,2319.80,82.19
4750,Debit Card,12159.62,136.97
4751,Cash,3247.72,73.18
4752,Debit Card,3955.95,57.20
4755,Paypal,2534.49,20.48
4756,,0.00,0.00
4757,Credit Card,247.03,0.00
4758,,0.00,0.00
4759,Paypal,4958.04,56.52
4760,Credit Card,2430.75,79.66
4761,,0.00,0.00
4765,Credit Card,4307.15,71.45
4768,Cash,5913.81,38.17
4769,Cash,1582.38,39.91
4771,Credit Card,5068.98,40.56
4772,Credit Card,103.75,47.40
4773,Cash,3955.95,0.00
4774,Credit Card,3873.38,35.62
4776,Paypal,1391.88,49.24
4777,Cash,2781.52,128.91
4778,Debit Card,2783.76,17.05
4779,,0.00,0.00
4780,,0.00,0.00
4781,,0.00,0.00
4783,Credit Card,145.25,0.00
4784,Credit Card,7911.90,107.26
4787,,0.00,0.00
4788,Debit Card,3711.68,0.00
4790,Debit Card,7227.99,119.74
4791,Credit Card,6758.64,47.69
4792,Cash,7603.47,85.58
4793,Debit Card,7066.94,48.42
4795,Credit Card,2783.76,19.96
4796,Paypal,7473.46,188.33
4800,Cash,2373.57,14.12
4801,Debit Card,62.25,20.68
4802,,0.00,0.00
4806,Paypal,5538.33,113.61
4808,Cash,2380.00,33.46
4809,,0.00,0.00
4810,Cash,494.06,68.90
4811,Debit Card,1689.66,85.10
4814,,0.00,0.00
4815,Credit Card,3988.81,136.02
4817,Credit Card,186.75,48.78
4818,Paypal,988.12,0.00
4820,,0.00,0.00
4823,,0.00,0.00
4824,,0.00,0.00
4826,,0.00,0.00
4827,Credit Card,2470.30,72.51
4828,,0.00,0.00
4829,Paypal,463.96,28.98
4830,,0.00,0.00
4832,Paypal,10768.23,72.33
4833,,0.00,0.00
4834,Cash,3955.95,84.84
4835,Debit Card,2373.57,0.00
4837,Credit Card,2373.57,53.62
4838,Credit Card,2534.49,0.00
4840,Paypal,12744.86,35.78
4841,Paypal,7943.04,139.91
4842,Debit Card,1855.84,110.61
4843,Cash,124.50,0.00
4844,Credit Card,9655.20,186.40
4845,,0.00,0.00
4846,Cash,83.00,74.12
4850,Cash,7603.47,0.00
4851,Debit Card,3247.72,36.46
4852,Debit Card,2373.57,0.00
4854,Paypal,1636.02,63.40
4856,,0.00,0.00
4857,Debit Card,4224.15,60.86
4858,Cash,5913.81,93.92
4859,Cash,2594.80,39.69
4862,,0.00,0.00
4863,Debit Card,5913.81,14.11
4864,Debit Card,2964.36,63.61
4865,Paypal,2636.30,151.48
4866,Cash,4224.15,31.69
4867,Cash,5214.23,155.44
4868,Credit Card,3711.68,108.79
4869,,0.00,0.00
4870,,0.00,0.00
4871,Cash,3379.32,73.85
4872,Cash,7603.47,0.00
4873,Paypal,1855.84,89.94
4874,Debit Card,145.25,0.00
4876,Credit Card,8015.65,140.76
4877,,0.00,0.00
4878,Paypal,1731.16,70.93
4879,Credit Card,1689.66,48.32
4881,Cash,5811.79,19.33
4883,Cash,4419.91,96.03
4884,Debit Card,2534.49,0.00
4885,Credit Card,4037.42,122.80
4886,,0.00,0.00
4888,,0.00,0.00
4889,Credit Card,5068.98,42.20
4890,Paypal,10137.96,134.07
4891,Paypal,2783.76,0.00
4892,Paypal,394.25,107.28
4893,Cash,7911.90,30.68
4895,Paypal,1976.24,71.48
4897,Cash,186.75,115.50
4899,Debit Card,1114.67,62.05
4902,Paypal,145.25,27.00
4903,Paypal,2102.87,103.86
4904,Credit Card,4175.64,14.79
4905,Paypal,5068.98,98.20
4906,Debit Card,1391.88,84.12
4908,Paypal,7120.71,54.83
4909,Credit Card,8609.32,227.04
4910,Credit Card,5559.08,127.51
4911,Cash,11570.72,31.26
4912,Credit Card,7911.90,18.96
4913,Cash,8448.30,78.36
4914,Debit Card,3379.32,106.12
4915,Cash,10677.82,170.65
4917,Paypal,1482.18,0.00
4918,Credit Card,927.92,75.38
4919,Paypal,62.25,14.41
4920,Credit Card,4639.60,48.60
4921,Credit Card,3247.72,9.31
4922,Debit Card,11165.63,168.51
4923,Paypal,463.96,0.00
4924,Paypal,494.06,0.00
4926,,0.00,0.00
4928,,0.00,0.00
4930,Paypal,9904.47,150.39
4931,Credit Card,741.09,27.74
4932,,0.00,0.00
4933,Debit Card,4764.10,9.79
4934,Cash,247.03,91.72
4935,Cash,7120.71,17.27
4937,Debit Card,6862.87,0.00
4938,Credit Card,1976.24,0.00
4939,Debit Card,4854.42,174.11
4941,Paypal,2783.76,11.57
4942,Cash,844.83,106.00
4943,Cash,2821.07,93.30
4944,,0.00,0.00
4946,Paypal,791.19,79.40
4947,Paypal,5316.01,39.42
4949,,0.00,0.00
4950,Paypal,2373.57,26.65
4951,Credit Card,927.92,67.23
4952,Cash,7603.47,95.03
4953,,0.00,0.00
4954,Cash,6758.64,13.02
4955,,0.00,0.00
4956,Credit Card,1391.88,118.19
4957,Cash,1391.88,17.97
4958,Debit Card,1976.24,0.00
4959,Credit Card,1976.24,58.55
4960,Debit Card,1976.24,0.00
4962,Cash,8448.30,54.51
4963,Cash,14093.91,0.00
4964,,0.00,0.00
4965,,0.00,0.00
4966,Paypal,4224.15,43.85
4967,Debit Card,7120.71,0.00
4968,,0.00,0.00
4970,,0.00,0.00
4971,Cash,4224.15,32.93
4972,Cash,8839.82,66.47
4973,Debit Card,3309.97,61.25
4975,,0.00,0.00
4978,Cash,9459.31,74.97
4980,,0.00,0.00
4981,Credit Card,7603.47,0.00
4983,Debit Card,3379.32,0.00
4984,Credit Card,166.00,36.40
4986,Credit Card,145.25,0.00
4987,Credit Card,463.96,47.17
4988,,0.00,0.00
4990,Paypal,3773.57,179.09
4991,Debit Card,62.25,37.87
4992,Credit Card,3247.72,86.48
4993,,0.00,0.00
4995,Credit Card,2223.27,81.17
4997,Paypal,7746.76,102.53
4998,Cash,4639.60,34.15
5000,,0.00,0.00
5003,,0.00,0.00
5004,Cash,7911.90,0.00
5005,Debit Card,1976.24,72.03
5006,,0.00,0.00
5009,Credit Card,8373.49,101.19
5010,,0.00,0.00
5012,Credit Card,1832.95,52.83
5013,,0.00,0.00
5014,,0.00,0.00
5015,Paypal,3711.68,51.71
5016,Debit Card,2783.76,15.61
5017,Cash,145.25,82.21
5018,Paypal,791.19,19.66
5020,Paypal,1980.34,56.52
5021,Cash,2470.30,42.57
5022,Cash,1729.21,76.14
5023,Cash,844.83,33.51
5024,,0.00,0.00
5025,Debit Card,4577.27,48.09
5026,Credit Card,5068.98,45.98
5027,Paypal,186.75,26.57
5028,,0.00,0.00
5029,Credit Card,8355.86,47.73
5030,Cash,3164.76,60.28
5031,Credit Card,14734.03,210.82
5033,Credit Card,415.00,0.00
5034,Paypal,5538.33,64.71
5035,,0.00,0.00
5036,,0.00,0.00
5037,Paypal,62.25,8.79
5040,,0.00,0.00
5041,Cash,1855.84,58.32
5042,Cash,2783.76,0.00
5044,,0.00,0.00
5045,Cash,124.50,96.91
5046,Cash,10714.59,0.00
5047,,0.00,0.00
5048,Credit Card,5968.96,74.81
5052,Cash,6923.07,144.34
5053,,0.00,0.00
5054,Paypal,791.19,54.30
5057,Debit Card,20.75,32.29
5058,Cash,2193.17,58.26
5059,Credit Card,4175.64,79.15
5060,Credit Card,5913.81,43.42
5063,Paypal,2373.57,7.01
5065,Credit Card,14777.82,122.77
5066,Paypal,1235.15,49.75
5067,Paypal,3164.76,0.00
5069,Cash,597.81,43.35
5070,Credit Card,20.75,30.27
5071,Credit Card,2470.30,0.00
5072,Cash,83.00,54.64
5075,,0.00,0.00
5078,,0.00,0.00
5079,Credit Card,20.75,0.00
5080,Cash,741.09,30.22
5082,Credit Card,3688.80,255.01
5083,Paypal,5068.98,0.00
5088,Cash,3626.35,137.76
5089,Credit Card,4080.45,103.04
5090,Credit Card,4747.14,21.25
5091,Paypal,2430.77,122.19
5092,Paypal,207.50,0.00
5094,Debit Card,4224.15,88.64
5096,Paypal,7514.57,133.37
5098,Cash,1855.84,26.41
5099,,0.00,0.00
5101,Paypal,3955.95,105.30
5102,,0.00,0.00
5104,Credit Card,62.25,0.00
5107,Credit Card,927.92,11.78
5108,Debit Card,1482.18,41.92
5109,,0.00,0.00
5111,,0.00,0.00
5114,Credit Card,3524.85,80.63
5116,Debit Card,4747.14,27.85
5119,Credit Card,4307.15,36.50
5121,,0.00,0.00
5123,Cash,3379.32,110.02
5124,Paypal,145.25,61.33
5126,,0.00,0.00
5128,Cash,2121.49,66.22
5129,Paypal,4747.14,0.00
5131,,0.00,0.00
5132,,0.00,0.00
5134,Paypal,4224.15,46.03
5135,Debit Card,7911.90,107.42
5138,Credit Card,4747.14,49.94
5142,Paypal,3411.79,32.12
5144,Credit Card,844.83,43.48
5145,Paypal,5068.98,71.33
5146,Paypal,1582.38,22.26
5150,Paypal,15206.94,70.76
5152,Credit Card,494.06,30.44
5154,Cash,8595.55,78.68
5157,Cash,10392.49,127.06
5158,Credit Card,8448.30,10.85
5159,Cash,247.03,78.65
5160,Debit Card,62.25,0.00
5163,Cash,4747.14,0.00
5165,Cash,927.92,0.00
5166,,0.00,0.00
5167,,0.00,0.00
5168,Debit Card,62.25,46.63
5169,Debit Card,13374.74,166.93
5170,Paypal,8976.55,51.30
5171,Credit Card,8863.75,56.40
5172,Cash,988.12,49.58
5173,Debit Card,1976.24,41.53
5176,Debit Card,927.92,0.00
5179,Debit Card,5996.81,114.03
5180,Cash,7911.90,36.69
5181,Debit Card,2783.76,90.84
5183,Debit Card,6758.64,21.95
5184,,0.00,0.00
5186,Credit Card,1855.84,14.10
5187,Paypal,166.00,52.06
5188,Cash,2783.76,66.10
5189,Paypal,2534.49,0.00
5190,,0.00,0.00
5194,Debit Card,6758.64,110.25
5195,Paypal,988.12,137.99
5197,Debit Card,4390.33,38.83
5198,Debit Card,5567.52,138.46
5199,Paypal,103.75,0.00
5201,,0.00,0.00
5202,Paypal,2223.27,127.51
5203,,0.00,0.00
5205,Paypal,844.83,104.74
5206,Paypal,4747.14,0.00
5207,Debit Card,741.09,53.17
5208,,0.00,0.00
5209,Credit Card,1391.79,186.89
5210,Paypal,124.50,40.64
5211,,0.00,0.00
5212,Cash,1729.21,54.98
5215,Credit Card,6329.52,9.01
5217,Debit Card,7911.90,92.43
5218,Credit Card,8233.74,122.70
5219,Cash,3379.32,0.00
5221,Debit Card,2223.27,0.00
5223,Debit Card,4224.15,100.06
5224,Debit Card,4747.14,107.73
5225,Debit Card,3310.01,0.00
5226,Paypal,7120.71,0.00
5229,Debit Card,5913.81,38.08
5230,Cash,6466.25,107.52
5231,Debit Card,9985.52,131.39
5233,Cash,2373.57,41.12
5234,Debit Card,2470.30,43.74
5235,,0.00,0.00
5236,,0.00,0.00
5238,Credit Card,463.96,53.17
5239,Paypal,8448.30,85.97
5241,Credit Card,4639.60,22.35
5242,,0.00,0.00
5244,,0.00,0.00
5245,Credit Card,2532.55,79.47
5246,Credit Card,1855.84,78.81
5247,Debit Card,5913.81,97.47
5248,Credit Card,3247.72,0.00
5251,Credit Card,1729.21,98.55
5252,,0.00,0.00
5253,Paypal,8780.66,45.77
5255,Debit Card,2319.80,0.00
5256,Credit Card,4639.60,55.05
5257,,0.00,0.00
5258,,0.00,0.00
5262,Paypal,83.00,59.74
5263,,0.00,0.00
5265,Debit Card,6551.16,64.06
5266,Paypal,1729.21,55.35
5267,Credit Card,1391.88,39.59
5269,Credit Card,3287.09,76.20
5270,Credit Card,207.50,33.18
5273,,0.00,0.00
5275,Paypal,8008.63,125.18
5276,,0.00,0.00
5277,Paypal,62.25,0.00
5278,,0.00,0.00
5279,Debit Card,8305.76,0.00
5281,Cash,10041.20,48.33
5282,Paypal,2319.80,0.00
5283,Paypal,844.83,63.85
5284,Cash,4747.14,0.00
5286,Cash,2373.57,47.91
5287,Cash,844.83,122.14
5288,,0.00,0.00
5289,Debit Card,1976.24,64.09
5290,Cash,3164.76,81.55
5291,Credit Card,4747.14,0.00
5292,Debit Card,20.75,96.83
5294,Credit Card,988.12,25.19
5295,Debit Card,5913.81,0.00
5297,Debit Card,4697.04,77.96
5300,Credit Card,741.09,59.98
5302,,0.00,0.00
5303,Paypal,1855.84,34.26
5306,Debit Card,4639.60,108.24
5307,Credit Card,186.75,0.00
5308,Cash,791.19,46.38
5310,,0.00,0.00
5311,Credit Card,7203.71,35.51
5312,Debit Card,494.06,21.70
5313,Cash,2783.76,103.27
5314,,0.00,0.00
5315,,0.00,0.00
5317,Paypal,463.96,0.00
5319,Cash,18371.57,90.55
5320,Cash,3261.49,155.92
5321,Debit Card,7120.71,60.81
5322,,0.00,0.00
5323,Debit Card,701.56,70.16
5324,,0.00,0.00
5325,,0.00,0.00
5326,Debit Card,1582.38,21.83
5327,,0.00,0.00
5329,Cash,6329.52,57.90
5331,Cash,2825.26,103.83
5333,Credit Card,8448.30,100.33
5334,Cash,7227.99,69.27
5335,,0.00,0.00
5337,,0.00,0.00
5338,,0.00,0.00
5341,,0.00,0.00
5342,,0.00,0.00
5343,,0.00,0.00
5344,,0.00,0.00
5349,Cash,4639.60,84.19
5350,Cash,3164.76,53.97
5351,Debit Card,4747.14,37.30
5352,Cash,2470.30,52.48
5353,Credit Card,463.96,98.82
5354,,0.00,0.00
5360,,0.00,0.00
5361,Debit Card,2373.57,0.00
5364,Paypal,1874.46,54.84
5365,Credit Card,1729.21,51.12
5368,Credit Card,3379.32,50.40
5369,Paypal,1689.66,79.62
5371,Cash,1391.88,0.00
5372,Cash,9394.08,43.21
5373,Paypal,5913.81,0.00
5377,Credit Card,20.75,38.68
5378,Credit Card,3164.76,97.50
5380,Cash,741.09,29.95
5381,,0.00,0.00
5383,Cash,1729.21,83.85
5384,Paypal,463.96,44.61
5385,Credit Card,5627.72,72.62
5386,Credit Card,207.50,13.33
5387,Paypal,7603.47,52.74
5388,,0.00,0.00
5389,,0.00,0.00
5390,Credit Card,3462.41,100.52
5391,,0.00,0.00
5392,,0.00,0.00
5394,Paypal,16507.45,243.79
5395,Paypal,3030.79,34.51
5396,Paypal,3952.48,59.36
5397,Credit Card,844.83,49.61
5398,Paypal,5913.81,55.39
5400,Cash,1689.66,93.53
5403,Cash,186.75,66.60
5404,Paypal,247.03,0.00
5405,Cash,4639.60,88.61
5406,Cash,1976.24,41.47
5408,,0.00,0.00
5410,Cash,1235.15,27.59
5411,Debit Card,14262.17,226.23
5413,Paypal,5068.98,22.40
5415,Paypal,186.75,85.40
5416,Cash,3379.32,50.38
5417,Cash,207.50,0.00
5418,Debit Card,3616.45,86.58
5419,Debit Card,20.75,0.00
5420,Debit Card,3164.76,0.00
5422,Paypal,494.06,25.92
5423,Cash,8593.55,35.22
5424,Paypal,13729.05,239.67
5425,Debit Card,494.06,105.44
5426,,0.00,0.00
5428,Paypal,6329.52,10.86
5429,Credit Card,9708.84,52.35
5430,Paypal,3247.72,47.43
5431,Credit Card,4747.14,44.02
5433,Cash,2223.27,53.67
5434,Credit Card,1502.93,42.44
5435,,0.00,0.00
5436,Paypal,7911.90,120.58
5438,,0.00,0.00
5440,Cash,7120.71,46.32
5441,Credit Card,1582.38,48.00
5442,,0.00,0.00
5443,,0.00,0.00
5444,Debit Card,2373.57,14.27
5445,Credit Card,3247.72,78.13
5446,Debit Card,3711.68,106.49
5448,Cash,844.83,8.52
5450,Debit Card,2319.80,35.76
5452,Paypal,103.75,0.00
5453,Credit Card,8448.30,70.76
5454,Debit Card,1452.08,97.34
5457,Paypal,5089.73,140.50
5458,Credit Card,5068.98,58.19
5459,Credit Card,4224.15,110.67
5460,Cash,1855.84,32.16
5461,,0.00,0.00
5462,,0.00,0.00
5463,Cash,7911.90,72.40
5464,,0.00,0.00
5465,Cash,5913.81,55.42
5467,,0.00,0.00
5468,Paypal,83.00,0.00
5469,Paypal,1599.38,59.48
5470,Paypal,2373.57,0.00
5471,,0.00,0.00
5473,Debit Card,3164.76,24.43
5474,Debit Card,2223.27,0.00
5475,Credit Card,844.83,110.81
5476,Debit Card,5810.08,164.21
5477,Cash,8448.30,107.87
5478,Credit Card,4843.87,38.51
5479,Paypal,10285.47,55.88
5480,Cash,103.75,51.59
5482,Paypal,145.25,72.72
5485,Cash,4639.60,0.00
5488,Credit Card,791.19,0.00
5489,,0.00,0.00
5490,Cash,9436.42,50.18
5492,,0.00,0.00
5493,Paypal,4747.14,46.23
5494,Debit Card,927.92,69.12
5495,Cash,8531.30,146.40
5496,,0.00,0.00
5498,,0.00,0.00
5500,Credit Card,6329.52,0.00
5501,,0.00,0.00
5502,Paypal,1855.84,33.15
5503,Debit Card,1729.21,29.67
5504,,0.00,0.00
5505,Paypal,166.00,19.64
5507,Credit Card,20.75,142.76
5508,Credit Card,4175.64,0.00
5510,Debit Card,5532.94,36.40
5512,Cash,2534.49,56.57
5513,Credit Card,6329.52,60.84
5515,Credit Card,124.50,64.54
5516,Debit Card,13385.68,211.67
5517,,0.00,0.00
5520,Debit Card,7603.47,0.00
5521,Cash,988.12,11.75
5525,,0.00,0.00
5526,,0.00,0.00
5527,Debit Card,9239.49,190.60
5529,Cash,103.75,29.56
5531,Credit Card,83.00,80.30
5532,,0.00,0.00
5533,,0.00,0.00
5535,,0.00,0.00
5536,Cash,5538.33,73.33
5537,Credit Card,41.50,87.38
5538,Cash,7120.71,55.14
5539,Credit Card,2767.43,94.55
5540,Paypal,2581.07,103.03
5541,Credit Card,741.09,110.29
5542,,0.00,0.00
5543,Paypal,8882.65,46.51
5544,Paypal,2534.49,0.00
5545,Paypal,5020.47,6.20
5546,Cash,3711.68,111.38
5547,Paypal,145.25,0.00
5548,,0.00,0.00
5551,Debit Card,463.96,35.88
5553,Debit Card,4224.15,18.41
5554,Credit Card,145.25,0.00
5555,Cash,124.50,0.00
5556,Debit Card,6758.64,45.71
5557,Credit Card,41.50,33.98
5558,Paypal,1729.21,9.68
5559,Cash,124.50,93.06
5561,Paypal,3164.76,35.40
5562,Paypal,7911.90,28.15
5563,Cash,5538.33,37.79
5564,,0.00,0.00
5565,,0.00,0.00
5566,Cash,5110.48,41.96
5567,Cash,3711.68,81.71
5568,Cash,2783.76,43.72
5569,Cash,6758.64,28.67
5570,Debit Card,1235.15,51.13
5571,Paypal,2783.76,53.85
5572,Credit Card,186.75,17.77
5573,,0.00,0.00
5574,Credit Card,41.50,86.00
5575,Credit Card,13450.23,133.82
5576,Paypal,207.50,48.32
5578,Cash,5559.08,115.11
5579,Credit Card,2059.24,131.34
5580,Paypal,1789.88,43.21
5582,Debit Card,1235.15,43.82
5584,Credit Card,1751.91,50.19
5585,,0.00,0.00
5587,Debit Card,20.75,0.00
5589,Credit Card,2783.76,22.86
5592,,0.00,0.00
5593,Cash,4175.64,53.23
5594,Credit Card,874.19,80.61
5596,,0.00,0.00
5597,Paypal,4263.70,21.92
5599,Credit Card,3379.32,32.27
5601,,0.00,0.00
5602,Debit Card,145.25,0.00
5603,Credit Card,10958.60,92.19
5606,Cash,2485.80,57.39
5607,Credit Card,3247.76,43.94
5608,,0.00,0.00
5609,,0.00,0.00
5610,Cash,791.19,31.21
5611,Cash,4976.93,141.50
5612,Credit Card,988.12,41.08
5614,Credit Card,5948.52,84.68
5621,,0.00,0.00
5622,,0.00,0.00
5623,Debit Card,7603.47,42.76
5624,Debit Card,5538.33,17.82
5626,Credit Card,4747.14,85.61
5628,Paypal,4224.15,30.57
5629,Debit Card,2783.76,55.94
5630,Debit Card,5718.02,148.91
5633,,0.00,0.00
5635,Paypal,3164.76,54.16
5636,Cash,3711.68,71.26
5637,Credit Card,6179.22,57.95
5640,Credit Card,463.96,9.92
5641,Cash,9591.01,87.56
5642,Paypal,352.75,140.76
5643,Paypal,2042.59,172.10
5646,Debit Card,4639.60,85.06
5647,Cash,8448.30,19.63
5648,Debit Card,6758.64,0.00
5649,Paypal,1855.84,53.14
5650,,0.00,0.00
5652,Credit Card,463.96,0.00
5653,,0.00,0.00
5654,,0.00,0.00
5655,Debit Card,103.75,50.05
5656,Debit Card,3955.95,14.52
5657,,0.00,0.00
5658,Cash,988.12,56.20
5659,Cash,2470.30,103.34
5660,Debit Card,5913.81,31.79
5661,,0.00,0.00
5662,Credit Card,8131.59,67.79
5663,,0.00,0.00
5665,Cash,3247.72,99.63
5666,,0.00,0.00
5667,,0.00,0.00
5668,,0.00,0.00
5669,,0.00,0.00
5670,Cash,1699.11,102.37
5672,,0.00,0.00
5673,Debit Card,7120.71,92.19
5674,Cash,7603.47,17.93
5676,Paypal,247.03,0.00
5677,Cash,1482.18,73.74
5678,Credit Card,8531.30,56.74
5681,Debit Card,988.12,59.01
5682,Credit Card,988.12,0.00
5683,Debit Card,1029.62,68.76
5685,Debit Card,3711.68,76.94
5686,Paypal,2327.01,0.00
5687,Cash,1644.63,0.00
5689,Cash,3307.92,115.34
5691,Credit Card,5068.98,46.35
5692,Paypal,927.92,70.61
5694,Paypal,247.03,0.00
5695,Paypal,166.00,76.34
5696,Paypal,3955.95,43.93
5697,Debit Card,988.12,129.48
5698,Credit Card,660.06,293.48
5699,,0.00,0.00
5700,Paypal,4954.64,0.00
5701,,0.00,0.00
5702,Cash,1976.24,52.09
5704,Credit Card,186.75,105.98
5705,,0.00,0.00
5706,Debit Card,3247.72,103.45
5707,Credit Card,3955.95,46.65
5708,Cash,2534.49,0.00
5709,Credit Card,7120.71,42.36
5710,Cash,103.75,59.89
5711,,0.00,0.00
5712,,0.00,0.00
5713,Paypal,463.96,0.00
5714,,0.00,0.00
5716,Credit Card,103.75,95.62
5722,Cash,1855.84,58.72
5723,,0.00,0.00
5724,Debit Card,6758.64,0.00
5725,Paypal,3164.76,43.00
5726,,0.00,0.00
5727,Credit Card,20.75,0.00
5730,Paypal,1235.15,0.00
5731,,0.00,0.00
5732,Credit Card,103.75,48.30
5733,Paypal,1855.84,48.28
5734,,0.00,0.00
5735,Credit Card,3247.72,36.84
5736,Paypal,3711.68,94.77
5737,Cash,186.75,81.77
5738,Cash,1391.88,40.93
5740,Paypal,4747.14,7.02
5741,Paypal,6329.52,44.20
5742,Cash,3379.32,40.31
5745,Paypal,1391.88,90.63
5746,Cash,3164.76,0.00
5752,,0.00,0.00
5753,Cash,8448.30,60.41
5754,Paypal,4747.14,58.20
5755,Cash,3711.68,58.16
5757,Paypal,4893.97,117.27
5758,Cash,1071.12,156.01
5761,Debit Card,6959.40,127.57
5762,Cash,2534.49,94.65
5763,Cash,2373.57,90.40
5767,,0.00,0.00
5768,Debit Card,1689.66,0.00
5769,,0.00,0.00
5770,,0.00,0.00
5771,Credit Card,2470.30,47.57
5772,Credit Card,2373.57,20.31
5773,Cash,124.50,14.46
5776,Paypal,463.96,51.30
5777,,0.00,0.00
5779,Paypal,2470.30,64.37
5782,,0.00,0.00
5786,,0.00,0.00
5787,Cash,692.21,65.38
5788,Credit Card,8448.30,81.47
5789,Paypal,3955.95,91.52
5791,,0.00,0.00
5792,Cash,9303.78,95.23
5794,Cash,4747.14,7.16
5796,,0.00,0.00
5798,Cash,1235.15,47.55
5799,Debit Card,1482.18,94.15
5800,Debit Card,4747.14,34.11
5802,Credit Card,3351.51,72.20
5809,Credit Card,463.96,37.47
5813,Debit Card,4175.64,99.04
5816,Cash,1976.24,49.72
5818,Credit Card,463.96,17.56
5819,,0.00,0.00
5822,,0.00,0.00
5823,,0.00,0.00
5825,,0.00,0.00
5827,Debit Card,207.50,7.20
5828,Paypal,5538.33,0.00
5830,,0.00,0.00
5831,,0.00,0.00
5832,Credit Card,103.75,0.00
5834,Credit Card,463.96,68.71
5835,Credit Card,4224.15,95.90
5836,Cash,9762.48,76.22
5838,Paypal,1235.15,14.25
5840,Paypal,844.83,60.33
5841,,0.00,0.00
5842,,0.00,0.00
5843,Debit Card,9738.20,0.00
5844,Debit Card,7187.34,125.45
5845,,0.00,0.00
5846,Credit Card,4269.61,104.38
5847,Credit Card,741.09,28.81
5848,,0.00,0.00
5849,Credit Card,2223.27,103.98
5850,Debit Card,7496.19,51.93
5851,Debit Card,494.06,48.77
5852,,0.00,0.00
5853,Credit Card,3771.88,59.76
5854,Paypal,62.25,0.00
5855,,0.00,0.00
5857,Credit Card,1482.18,94.14
5858,Cash,1729.21,17.88
5859,,0.00,0.00
5860,Paypal,5131.23,78.50
5862,Debit Card,1895.21,84.06
5863,Cash,791.19,33.58
5864,Debit Card,9708.84,86.71
5865,Cash,4175.64,110.15
5867,Credit Card,2373.57,0.00
5868,Debit Card,2373.57,32.28
5869,Debit Card,41.50,26.63
5870,Debit Card,62.25,28.47
5872,Debit Card,1729.21,70.98
5873,,0.00,0.00
5874,Debit Card,8703.09,136.34
5875,Credit Card,3711.68,43.06
5876,Debit Card,6391.77,45.80
5878,Credit Card,988.12,35.81
5879,,0.00,0.00
5880,Debit Card,6758.64,25.15
5882,,0.00,0.00
5883,Cash,2319.80,89.89
5884,Credit Card,207.50,50.99
5886,Cash,2717.33,102.54
5887,Debit Card,2319.80,56.26
5892,Debit Card,2373.57,56.34
5893,Cash,8448.30,7.60
5894,Cash,3351.51,85.48
5896,Credit Card,7603.47,0.00
5897,Credit Card,8448.30,0.00
5899,,0.00,0.00
5900,Paypal,20.75,121.68
5901,Paypal,62.25,27.80
5902,Debit Card,1391.88,41.55
5903,Paypal,15503.00,132.10
5904,Cash,7603.47,64.00
5905,Credit Card,463.96,44.95
5906,Credit Card,4265.65,50.07
5907,Paypal,494.06,24.46
5908,Debit Card,9078.44,106.08
5910,,0.00,0.00
5911,Paypal,1391.88,0.00
5913,Debit Card,6758.64,22.69
5914,,0.00,0.00
5917,,0.00,0.00
5918,Credit Card,1729.21,0.00
5919,Paypal,83.00,0.00
5921,Debit Card,7811.44,108.37
5922,Paypal,103.75,106.30
5923,Cash,3247.72,35.52
5924,,0.00,0.00
5925,Debit Card,494.06,0.00
5927,Paypal,2223.27,89.66
5929,Credit Card,3277.82,36.63
5930,Debit Card,5538.33,0.00
5931,,0.00,0.00
5932,Debit Card,4747.14,0.00
5934,Credit Card,62.25,108.25
5936,Debit Card,5913.81,41.87
5938,Credit Card,83.00,23.39
5940,Cash,6329.52,0.00
5942,,0.00,0.00
5944,,0.00,0.00
5945,Paypal,83.00,81.09
5947,Credit Card,207.50,22.48
5948,Paypal,11598.97,86.40
5950,Paypal,1729.21,67.17
5956,Cash,1665.38,25.11
5957,Cash,5860.17,132.74
5958,Paypal,2783.76,11.04
5960,Paypal,186.75,66.97
5961,Paypal,166.00,0.00
5963,,0.00,0.00
5964,,0.00,0.00
5965,Cash,5538.33,53.10
5968,,0.00,0.00
5969,Debit Card,4175.64,32.20
5970,,0.00,0.00
5973,Paypal,6329.52,93.89
5975,Cash,3164.76,0.00
5976,Cash,4205.74,88.76
5977,Debit Card,7120.71,0.00
5979,Credit Card,5913.81,0.00
5980,Debit Card,4320.89,123.75
5981,Paypal,8405.96,98.37
5983,Credit Card,14777.82,40.53
5985,,0.00,0.00
5986,,0.00,0.00
5991,Credit Card,1433.38,160.17
5992,Cash,186.75,0.00
5994,,0.00,0.00
